Participant Id	Tumor Type	Annotation	Filter Reason	Removed Samples	Chosen Sample
TCGA-06-0137	GBM	exon__huex_1_0_st_v2__lbl_gov__Level_2__quantile_normalization_exon__data	Sort Replicate Filter	TCGA-06-0137-01A-03R-0212-03,TCGA-06-0137-01A-01R-0212-03,TCGA-06-0137-01A-02R-0212-03	TCGA-06-0137-01B-02R-0212-03
TCGA-06-0148	GBM	exon__huex_1_0_st_v2__lbl_gov__Level_2__quantile_normalization_exon__data	Sort Replicate Filter	TCGA-06-0148-01A-01R-0212-03,TCGA-06-0148-01A-03R-0232-03,TCGA-06-0148-01A-04R-0232-03	TCGA-06-0148-01A-05R-0232-03
TCGA-06-0216	GBM	exon__huex_1_0_st_v2__lbl_gov__Level_2__quantile_normalization_exon__data	Analyte Replicate Filter	TCGA-06-0216-01A-01R-0245-03	TCGA-06-0216-01B-01R-0339-03
TCGA-06-0154	GBM	exon__huex_1_0_st_v2__lbl_gov__Level_2__quantile_normalization_exon__data	Sort Replicate Filter	TCGA-06-0154-01A-02R-0232-03	TCGA-06-0154-01A-03R-0232-03
TCGA-06-0138	GBM	exon__huex_1_0_st_v2__lbl_gov__Level_2__quantile_normalization_exon__data	Sort Replicate Filter	TCGA-06-0138-01A-01R-0232-03	TCGA-06-0138-01A-02R-0232-03
TCGA-06-0168	GBM	exon__huex_1_0_st_v2__lbl_gov__Level_2__quantile_normalization_exon__data	Sort Replicate Filter	TCGA-06-0168-01A-01R-0232-03	TCGA-06-0168-01A-02R-0232-03
TCGA-06-0129	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0129-10A-01G-0289-01	TCGA-06-0129-10A-01D-0214-01
TCGA-06-0154	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Sort Replicate Filter	TCGA-06-0154-01A-02D-0236-01	TCGA-06-0154-01A-03D-0236-01
TCGA-06-0143	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0143-10A-01G-0289-01	TCGA-06-0143-10A-01D-0214-01
TCGA-06-0147	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0147-10A-01D-0214-01	TCGA-06-0147-10A-01D-0237-01
TCGA-06-0141	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0141-10A-01G-0289-01	TCGA-06-0141-10A-01D-0214-01
TCGA-06-0128	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0128-10A-01G-0289-01	TCGA-06-0128-10A-01D-0214-01
TCGA-06-0166	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0166-01A-01G-0289-01	TCGA-06-0166-01A-01D-0236-01
TCGA-06-0126	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0126-10A-01G-0289-01	TCGA-06-0126-10A-01D-0214-01
TCGA-06-0124	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0124-10A-01G-0289-01	TCGA-06-0124-10A-01D-0214-01
TCGA-06-0130	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0130-01A-01G-0289-01	TCGA-06-0130-01A-01D-0214-01
TCGA-06-0125	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0125-10A-01G-0289-01	TCGA-06-0125-10A-01D-0214-01
TCGA-06-0126	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0126-01A-01G-0289-01	TCGA-06-0126-01A-01D-0214-01
TCGA-06-0211	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Sort Replicate Filter	TCGA-06-0211-01A-01D-0236-01	TCGA-06-0211-01B-01D-0236-01
TCGA-06-0143	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0143-01A-01G-0289-01	TCGA-06-0143-01A-01D-0214-01
TCGA-06-0176	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Sort Replicate Filter	TCGA-06-0176-01A-02D-0236-01	TCGA-06-0176-01A-03D-0236-01
TCGA-06-0216	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0216-10A-01D-0237-01	TCGA-06-0216-10A-01D-0333-01
TCGA-06-0125	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0125-01A-01G-0289-01	TCGA-06-0125-01A-01D-0214-01
TCGA-06-0141	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0141-01A-01G-0289-01	TCGA-06-0141-01A-01D-0214-01
TCGA-06-0122	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0122-01A-01G-0289-01	TCGA-06-0122-01A-01D-0214-01
TCGA-06-0216	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0216-01A-01D-0236-01	TCGA-06-0216-01B-01D-0333-01
TCGA-06-0139	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Sort Replicate Filter	TCGA-06-0139-01A-01D-0214-01	TCGA-06-0139-01B-05D-0214-01
TCGA-06-0138	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Sort Replicate Filter	TCGA-06-0138-01A-01D-0236-01	TCGA-06-0138-01A-02D-0236-01
TCGA-06-0168	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Sort Replicate Filter	TCGA-06-0168-01A-01D-0236-01	TCGA-06-0168-01A-02D-0236-01
TCGA-06-0147	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0147-01A-01D-0214-01	TCGA-06-0147-01A-02D-0236-01
TCGA-06-0210	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Sort Replicate Filter	TCGA-06-0210-01A-01D-0236-01	TCGA-06-0210-01B-01D-0236-01
TCGA-06-0130	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0130-10A-01G-0289-01	TCGA-06-0130-10A-01D-0214-01
TCGA-06-0124	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0124-01A-01G-0289-01	TCGA-06-0124-01A-01D-0214-01
TCGA-06-0128	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg18__seg	Analyte Replicate Filter	TCGA-06-0128-01A-01G-0289-01	TCGA-06-0128-01A-01D-0214-01
TCGA-06-0145	GBM	methylation__humanmethylation27__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data	Sort Replicate Filter	TCGA-06-0145-01A-05D-0218-05,TCGA-06-0145-01A-04D-0218-05,TCGA-06-0145-01A-02D-0218-05,TCGA-06-0145-01A-03D-0218-05,TCGA-06-0145-01A-01D-0218-05	TCGA-06-0145-01A-06D-0218-05
TCGA-06-0137	GBM	methylation__humanmethylation27__jhu_usc_edu__Level_3__within_bioassay_data_set_function__data	Sort Replicate Filter	TCGA-06-0137-01A-03D-0218-05,TCGA-06-0137-01A-02D-0218-05,TCGA-06-0137-01A-01D-0218-05	TCGA-06-0137-01B-02D-0218-05
TCGA-06-0211	GBM	rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data	Sort Replicate Filter	TCGA-06-0211-01A-01R-1849-01	TCGA-06-0211-01B-01R-1849-01
TCGA-06-0156	GBM	rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__RSEM_genes__data	Sort Replicate Filter	TCGA-06-0156-01A-02R-1849-01	TCGA-06-0156-01A-03R-1849-01
TCGA-06-0138	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Sort Replicate Filter	TCGA-06-0138-01A-01R-0229-07	TCGA-06-0138-01A-02R-0229-07
TCGA-06-0147	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Analyte Replicate Filter	TCGA-06-0147-01A-01R-0213-07	TCGA-06-0147-01A-02R-0229-07
TCGA-06-0210	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Sort Replicate Filter	TCGA-06-0210-01A-01R-0229-07	TCGA-06-0210-01B-01R-0229-07
TCGA-06-0211	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Sort Replicate Filter	TCGA-06-0211-01A-01R-0229-07	TCGA-06-0211-01B-01R-0229-07
TCGA-06-0148	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Sort Replicate Filter	TCGA-06-0148-01A-04R-0229-07,TCGA-06-0148-01A-03R-0229-07,TCGA-06-0148-01A-01R-0213-07	TCGA-06-0148-01A-05R-0229-07
TCGA-06-0145	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Sort Replicate Filter	TCGA-06-0145-01A-02R-0213-07,TCGA-06-0145-01A-03R-0213-07,TCGA-06-0145-01A-01R-0213-07,TCGA-06-0145-01A-05R-0213-07,TCGA-06-0145-01A-04R-0213-07	TCGA-06-0145-01A-06R-0213-07
TCGA-06-0208	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Sort Replicate Filter	TCGA-06-0208-01A-01R-0229-07	TCGA-06-0208-01B-01R-0229-07
TCGA-06-0154	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Sort Replicate Filter	TCGA-06-0154-01A-02R-0229-07	TCGA-06-0154-01A-03R-0229-07
TCGA-06-0176	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Sort Replicate Filter	TCGA-06-0176-01A-02R-0229-07	TCGA-06-0176-01A-03R-0229-07
TCGA-06-0168	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Sort Replicate Filter	TCGA-06-0168-01A-01R-0229-07	TCGA-06-0168-01A-02R-0229-07
TCGA-06-0156	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Sort Replicate Filter	TCGA-06-0156-01A-02R-0229-07,TCGA-06-0156-01A-01R-0229-07	TCGA-06-0156-01A-03R-0229-07
TCGA-06-0137	GBM	transcriptome__agilentg4502a_07_1__unc_edu__Level_3__unc_lowess_normalization_gene_level__data	Sort Replicate Filter	TCGA-06-0137-01A-02R-0213-07,TCGA-06-0137-01A-01R-0213-07,TCGA-06-0137-01A-03R-0213-07	TCGA-06-0137-01B-02R-0213-07
TCGA-06-0129	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0129-10A-01G-0289-01	TCGA-06-0129-10A-01D-0214-01
TCGA-06-0154	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Sort Replicate Filter	TCGA-06-0154-01A-02D-0236-01	TCGA-06-0154-01A-03D-0236-01
TCGA-06-0143	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0143-10A-01G-0289-01	TCGA-06-0143-10A-01D-0214-01
TCGA-06-0147	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0147-10A-01D-0214-01	TCGA-06-0147-10A-01D-0237-01
TCGA-06-0141	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0141-10A-01G-0289-01	TCGA-06-0141-10A-01D-0214-01
TCGA-06-0128	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0128-10A-01G-0289-01	TCGA-06-0128-10A-01D-0214-01
TCGA-06-0166	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0166-01A-01G-0289-01	TCGA-06-0166-01A-01D-0236-01
TCGA-06-0122	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0122-10A-01G-0289-01	TCGA-06-0122-10A-01D-0214-01
TCGA-06-0126	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0126-10A-01G-0289-01	TCGA-06-0126-10A-01D-0214-01
TCGA-06-0124	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0124-10A-01G-0289-01	TCGA-06-0124-10A-01D-0214-01
TCGA-06-0130	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0130-01A-01G-0289-01	TCGA-06-0130-01A-01D-0214-01
TCGA-06-0125	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0125-10A-01G-0289-01	TCGA-06-0125-10A-01D-0214-01
TCGA-06-0129	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0129-01A-01G-0289-01	TCGA-06-0129-01A-01D-0214-01
TCGA-06-0126	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0126-01A-01G-0289-01	TCGA-06-0126-01A-01D-0214-01
TCGA-06-0211	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Sort Replicate Filter	TCGA-06-0211-01A-01D-0236-01	TCGA-06-0211-01B-01D-0236-01
TCGA-06-0143	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0143-01A-01G-0289-01	TCGA-06-0143-01A-01D-0214-01
TCGA-06-0176	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Sort Replicate Filter	TCGA-06-0176-01A-02D-0236-01	TCGA-06-0176-01A-03D-0236-01
TCGA-06-0216	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0216-10A-01D-0237-01	TCGA-06-0216-10A-01D-0333-01
TCGA-06-0125	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0125-01A-01G-0289-01	TCGA-06-0125-01A-01D-0214-01
TCGA-06-0141	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0141-01A-01G-0289-01	TCGA-06-0141-01A-01D-0214-01
TCGA-06-0122	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0122-01A-01G-0289-01	TCGA-06-0122-01A-01D-0214-01
TCGA-06-0216	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0216-01A-01D-0236-01	TCGA-06-0216-01B-01D-0333-01
TCGA-06-0139	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Sort Replicate Filter	TCGA-06-0139-01A-01D-0214-01	TCGA-06-0139-01B-05D-0214-01
TCGA-06-0138	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Sort Replicate Filter	TCGA-06-0138-01A-01D-0236-01	TCGA-06-0138-01A-02D-0236-01
TCGA-06-0168	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Sort Replicate Filter	TCGA-06-0168-01A-01D-0236-01	TCGA-06-0168-01A-02D-0236-01
TCGA-06-0147	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0147-01A-01D-0214-01	TCGA-06-0147-01A-02D-0236-01
TCGA-06-0210	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Sort Replicate Filter	TCGA-06-0210-01A-01D-0236-01	TCGA-06-0210-01B-01D-0236-01
TCGA-06-0130	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0130-10A-01G-0289-01	TCGA-06-0130-10A-01D-0214-01
TCGA-06-0124	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0124-01A-01G-0289-01	TCGA-06-0124-01A-01D-0214-01
TCGA-06-0128	GBM	snp__genome_wide_snp_6__broad_mit_edu__Level_2__raw_copynumber__data	Analyte Replicate Filter	TCGA-06-0128-01A-01G-0289-01	TCGA-06-0128-01A-01D-0214-01
TCGA-43-3394	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__copynumber_byallele__data	Analyte Replicate Filter	TCGA-43-3394-01A-01D-0978-01	TCGA-43-3394-01A-01D-1549-01
TCGA-43-3920	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__copynumber_byallele__data	Analyte Replicate Filter	TCGA-43-3920-01A-01D-0978-01	TCGA-43-3920-01A-01D-1549-01
TCGA-21-1076	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__copynumber_byallele__data	Sort Replicate Filter	TCGA-21-1076-01A-01D-0685-01	TCGA-21-1076-01A-02D-0685-01
TCGA-37-4135	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-37-4135-01A-01D-1097-01	TCGA-37-4135-01A-01D-1969-01
TCGA-37-4132	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-37-4132-01A-01D-1097-01	TCGA-37-4132-01A-01D-1969-01
TCGA-18-3407	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-18-3407-01A-01D-0978-01	TCGA-18-3407-01A-01D-1969-01
TCGA-66-2759	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-66-2759-01A-01D-0844-01	TCGA-66-2759-01A-01D-1969-01
TCGA-37-4141	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-37-4141-01A-02D-1097-01	TCGA-37-4141-01A-02D-1969-01
TCGA-37-4130	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-37-4130-01A-01D-1097-01	TCGA-37-4130-01A-01D-1969-01
TCGA-22-4601	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-22-4601-01A-01D-1439-01	TCGA-22-4601-01A-01D-1969-01
TCGA-37-4129	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-37-4129-01A-01D-1097-01	TCGA-37-4129-01A-01D-1969-01
TCGA-66-2758	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-66-2758-01A-02D-0844-01	TCGA-66-2758-01A-02D-1969-01
TCGA-18-3410	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-18-3410-01A-01D-0978-01	TCGA-18-3410-01A-01D-1969-01
TCGA-60-2720	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-60-2720-01A-01D-0844-01	TCGA-60-2720-01A-01D-1969-01
TCGA-51-4080	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-51-4080-01A-01D-1097-01	TCGA-51-4080-01A-01D-1969-01
TCGA-43-2578	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-43-2578-01A-01D-0844-01	TCGA-43-2578-01A-01D-1969-01
TCGA-43-3394	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-43-3394-01A-01D-0978-01	TCGA-43-3394-01A-01D-1549-01
TCGA-60-2710	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-60-2710-01A-01D-0844-01	TCGA-60-2710-01A-01D-1969-01
TCGA-43-3920	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-43-3920-01A-01D-0978-01	TCGA-43-3920-01A-01D-1549-01
TCGA-18-3411	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-18-3411-01A-01D-0978-01	TCGA-18-3411-01A-01D-1969-01
TCGA-21-1076	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Sort Replicate Filter	TCGA-21-1076-01A-01D-0685-01	TCGA-21-1076-01A-02D-0685-01
TCGA-37-3792	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-37-3792-01A-01D-0978-01	TCGA-37-3792-01A-01D-1969-01
TCGA-66-2791	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-66-2791-01A-01D-0978-01	TCGA-66-2791-01A-01D-1969-01
TCGA-66-2744	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_2__byallele_copynumber__data	Analyte Replicate Filter	TCGA-66-2744-01A-01D-0978-01	TCGA-66-2744-01A-01D-1969-01
TCGA-21-1076	LUSC	snp__human1mduo__hudsonalpha_org__Level_2__Paired_LogR__data	Sort Replicate Filter	TCGA-21-1076-01A-01D-0687-06	TCGA-21-1076-01A-02D-0687-06
TCGA-21-1076	LUSC	transcriptome__ht_hg_u133a__broad_mit_edu__Level_2__probeset_rma__data	Sort Replicate Filter	TCGA-21-1076-01A-01R-0690-01	TCGA-21-1076-01A-02R-0690-01
TCGA-21-1076	LUSC	cna__hg_cgh_415k_g4124a__hms_harvard_edu__Level_3__segmentation__seg	Sort Replicate Filter	TCGA-21-1076-01A-01D-0688-02	TCGA-21-1076-01A-02D-0688-02
TCGA-21-1076	LUSC	rnaseqv2__illuminahiseq_rnaseqv2__unc_edu__Level_3__junction_quantification__data	Sort Replicate Filter	TCGA-21-1076-01A-01R-0692-07	TCGA-21-1076-01A-02R-0692-07
TCGA-21-1076	LUSC	snp__human1mduo__hudsonalpha_org__Level_3__segmented_cna__seg	Sort Replicate Filter	TCGA-21-1076-01A-01D-0687-06	TCGA-21-1076-01A-02D-0687-06
TCGA-37-4135	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-37-4135-01A-01D-1097-01	TCGA-37-4135-01A-01D-1969-01
TCGA-37-4132	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-37-4132-01A-01D-1097-01	TCGA-37-4132-01A-01D-1969-01
TCGA-18-3407	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-18-3407-01A-01D-0978-01	TCGA-18-3407-01A-01D-1969-01
TCGA-37-4141	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-37-4141-01A-02D-1097-01	TCGA-37-4141-01A-02D-1969-01
TCGA-37-4130	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-37-4130-01A-01D-1097-01	TCGA-37-4130-01A-01D-1969-01
TCGA-22-4601	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-22-4601-01A-01D-1439-01	TCGA-22-4601-01A-01D-1969-01
TCGA-37-4129	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-37-4129-01A-01D-1097-01	TCGA-37-4129-01A-01D-1969-01
TCGA-18-3410	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-18-3410-01A-01D-0978-01	TCGA-18-3410-01A-01D-1969-01
TCGA-51-4080	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-51-4080-01A-01D-1097-01	TCGA-51-4080-01A-01D-1969-01
TCGA-43-2578	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-43-2578-01A-01D-0844-01	TCGA-43-2578-01A-01D-1969-01
TCGA-43-3394	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-43-3394-01A-01D-0978-01	TCGA-43-3394-01A-01D-1549-01
TCGA-43-3920	LUSC	snp__genome_wide_snp_6__broad_mit_edu__Level_3__segmented_scna_minus_germline_cnv_hg19__seg	Analyte Replicate Filter	TCGA-43-3920-01A-01D-0978-01	TCGA-43-3920-01A-01D-1549-01
